Datum,Typ,Zone,Standort,Kurzbezeichnung,Parameter,Parametergruppe,Einheit,Bestimmungsgrenze_Nachweisgrenze,Messwert,Höchstwert
2023-04-04,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-04-04,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,4.3,
2023-04-04,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,125089,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.8,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,106539,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,
2023-04-04,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,106144,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.1,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.1,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,80061,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,7.1,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,88600,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.7,
2023-04-04,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,78944,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,93917,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.7,
2023-04-04,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,95706,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.5,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,97233,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Temperatur,Allgemeine Parameter,°C,,8.4,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.3,
2023-04-04,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,94156,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.9,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,101439,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,3.9,
2023-04-04,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,100578,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.9,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,80878,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Temperatur,Allgemeine Parameter,°C,,7.4,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.8,
2023-04-04,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,83250,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,7.1,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.8,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,82700,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,7.1,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,"ATP intra (Adenosintriphosphat, intrazellulär)",Biologische Parameter,pg/mL,0.8,2.3,
2023-04-04,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Intaktzellzahl,Biologische Parameter,Zellen/mL,500,75500,
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,300
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 1",R3721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-04-11,Reservoire,Limmatzone,"Reservoir Höngg, Auslauf Kammer 2",R3722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,16,300
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 1",R3821/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-04-11,Reservoire,Bergzone Waidberg,"Reservoir Waidberg, Auslauf Kammer 2",R3822/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,300
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 1",R4124/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Temperatur,Allgemeine Parameter,°C,,9.1,
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-11,Reservoire,Glattzone,"Reservoir Käferberg, Auslauf Kammer 2",R4125/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Temperatur,Allgemeine Parameter,°C,,8.7,
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 1",R4221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Temperatur,Allgemeine Parameter,°C,,8.7,
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,11,300
2023-04-11,Reservoire,Glattzone,"Reservoir Glaubten, Auslauf Kammer 2",R4222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 1",R4621/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Temperatur,Allgemeine Parameter,°C,,7.9,
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Einlauf Stollen in Kammer 2",R4622/02,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-11,Reservoire,Hangzone,"Reservoir Strickhof, Auslauf Kammer 2",R4622/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,18,300
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 1",R5231/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-04-11,Reservoire,Bergzone Orelli,"Reservoir Orelli, Auslauf Kammer 2",R5232/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,6,300
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 1",R5321/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-04-11,Reservoire,Gipfelzone Looren,"Reservoir Looren, Auslauf Kammer 2",R5322/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Temperatur,Allgemeine Parameter,°C,,7.5,
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,300
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 1",R5421/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Temperatur,Allgemeine Parameter,°C,,7.5,
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,5,300
2023-04-11,Reservoire,Hangzone,"Reservoir Sonnenberg, Auslauf Kammer 2",R5422/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,11,300
2023-04-11,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 1",R5621/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-11,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,7,300
2023-04-11,Reservoire,Bergzone Witikon,"Reservoir Witikon, Auslauf Kammer 2",R5622/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,49,300
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 1",R2221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,24,300
2023-04-18,Reservoire,Bergzone Ris,"Reservoir Ris, Auslauf Kammer 2",R2222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,19,300
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 1",R2321/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,8,300
2023-04-18,Reservoire,Hangzone,"Reservoir Leimbach, Auslauf Kammer 2",R2322/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Temperatur,Allgemeine Parameter,°C,,7.5,
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,17,300
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 2",R2522/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Temperatur,Allgemeine Parameter,°C,,7.5,
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,9,300
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 3",R2523/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Temperatur,Allgemeine Parameter,°C,,7.7,
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,29,300
2023-04-18,Reservoire,Limmatzone,"Reservoir Frauental, Auslauf Kammer 4",R2524/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 1",R2621/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Temperatur,Allgemeine Parameter,°C,,8.1,
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,14,300
2023-04-18,Reservoire,Bergzone Friesenberg,"Reservoir Friesenberg, Auslauf Kammer 2",R2622/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Temperatur,Allgemeine Parameter,°C,,8.7,
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,22,300
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 1",R2721/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Temperatur,Allgemeine Parameter,°C,,8.7,
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,28,300
2023-04-18,Reservoire,Gipfelzone Uetliberg,"Reservoir Uetliberg, Auslauf Kammer 2",R2722/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,28,300
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 1",R2921/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Temperatur,Allgemeine Parameter,°C,,8.3,
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,16,300
2023-04-18,Reservoire,Hangzone,"Reservoir Albisrieden, Auslauf Kammer 2",R2922/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Temperatur,Allgemeine Parameter,°C,,7.3,
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,13,300
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 1",R3021/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Temperatur,Allgemeine Parameter,°C,,7.3,
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,3,300
2023-04-18,Reservoire,Bergzone Albisriederberg,"Reservoir Waldegg/GALM, Auslauf Kammer 2",R3022/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Temperatur,Allgemeine Parameter,°C,,7.3,
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,12,300
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 1",R3221/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Temperatur,Allgemeine Parameter,°C,,7.3,
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,AMK (aerobe mesophile Keime),Biologische Parameter,KbE/mL,1,14,300
2023-04-18,Reservoire,Limmatzone,"Reservoir Lyren, Auslauf Kammer 2",R3222/15,Enterokokken,Biologische Parameter,KbE/100 mL,1,NA,0
